mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity
0	2016-08	2	10	51	14	4	64	15	7	5	0	0	0	5	71	20	0	71	20	91
1	2016-09	0	10	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2016-10	1	10	51	0	0	0	0	0	0	6	0	0	0	0	0	6	0	6	6
3	2016-11	0	10	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2016-12	0	10	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2017-01	0	10	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	2017-02	0	10	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2017-03	0	10	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	2017-04	0	10	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	2017-05	0	10	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	2017-06	0	10	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	2017-07	0	10	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	2017-08	0	10	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	2017-09	0	10	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	2017-10	0	10	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	2017-11	0	10	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	2017-12	0	10	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	2018-01	1	10	51	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	2
18	2018-02	0	10	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	2018-03	1	10	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	2018-04	0	10	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	2018-05	0	10	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	2018-06	0	10	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	2018-07	0	10	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	2018-08	0	10	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	2018-09	1	10	49	1	1	5	6	3	4	2	0	0	-2	8	10	2	8	12	20
26	2018-10	1	10	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
