Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
gallery_albums	2	0	-	1	2014-05-10 03:32:51	2015-06-07 13:25:48	0	2	393	10	10	10	1	0	0	0	0		20	0	20
gallery_pictures	2	0	-	1	2014-05-10 03:32:51	2015-06-07 13:25:48	0	2	393	10	11	10.5	1.1	1	1	0.5	0.5	1	20	1	21
