trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
0	1453372425		1453372425.sql	2016-01-21 10:33:45	0	0	0		47		362	47	0	362	0	0	0	0	0			362	0	0	362	0	362	
1	1455172529	1453372425.sql	1455172529.sql	2016-02-11 06:35:29	20	1	1	47	47	362	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	1455174555	1455172529.sql	1455174555.sql	2016-02-11 07:09:15	20	1	1	47	47	362	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	1455627845	1455174555.sql	1455627845.sql	2016-02-16 13:04:05	26	1	1	47	4	362	28	2	45	17	348	5	8	5	0	-43	-334	22	356	5	22	361	383	
4	1458274292	1455627845.sql	1458274292.sql	2016-03-18 04:11:32	56	1	2	4	4	28	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	1468250842	1458274292.sql	1468250842.sql	2016-07-11 15:27:22	172	1	6	4	4	28	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	1468496047	1468250842.sql	1468496047.sql	2016-07-14 11:34:07	175	1	6	4	4	28	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	1504690083	1468496047.sql	1504690083.sql	2017-09-06 09:28:03	593	2	20	4	4	28	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	1504714578	1504690083.sql	1504714578.sql	2017-09-06 16:16:18	594	2	20	4	4	28	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
