trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1453097896;1452817643.sql;1453097896.sql;12;12;63;63;0;0;0;0;0;0;0;0
2;1453283979;1453097896.sql;1453283979.sql;12;12;63;63;0;0;0;0;0;0;0;0
3;1453284079;1453283979.sql;1453284079.sql;12;12;63;63;0;0;0;0;0;0;0;0
4;1453284688;1453284079.sql;1453284688.sql;12;12;63;63;0;0;0;0;0;0;0;0
5;1453936956;1453284688.sql;1453936956.sql;12;12;63;63;0;0;0;0;0;0;0;0
6;1453937670;1453936956.sql;1453937670.sql;12;12;63;63;0;0;0;0;0;0;0;0
