;0;1;2;3;4;5;6;
domainmetadata;4;4;4;4;4;4;4;
domains;7;7;7;7;7;7;7;
hostcontrol_ftpusers;4;4;4;4;4;4;4;
hostcontrol_ipaddr;3;3;3;3;3;3;3;
hostcontrol_user_tokens;4;4;4;4;4;4;4;
hostcontrol_users;6;6;6;6;6;6;6;
mail_domains;3;3;3;3;3;3;3;
mail_forwardings;4;4;4;4;4;4;4;
mail_transport;3;3;3;3;3;3;3;
mail_users;4;4;4;4;4;4;4;
records;12;12;12;12;12;12;12;
website_vhosts;9;9;9;9;9;9;9;
