trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1426773023;1426614955.sql;1426773023.sql;4;4;23;23;0;0;0;0;0;0;0;0
2;1427231952;1426773023.sql;1427231952.sql;4;4;23;23;0;0;0;0;0;0;0;0
3;1429450306;1427231952.sql;1429450306.sql;4;4;23;23;0;0;0;0;0;0;0;0
4;1429452484;1429450306.sql;1429452484.sql;4;4;23;23;0;0;0;0;0;0;0;0
5;1429556843;1429452484.sql;1429556843.sql;4;4;23;23;0;0;0;0;0;0;0;0
6;1429563205;1429556843.sql;1429563205.sql;4;4;23;23;0;0;0;0;0;0;0;0
7;1429564731;1429563205.sql;1429564731.sql;4;4;23;23;0;0;0;0;0;0;0;0
8;1429567259;1429564731.sql;1429567259.sql;4;4;23;23;0;0;0;0;0;0;0;0
9;1429567918;1429567259.sql;1429567918.sql;4;4;23;23;0;0;0;0;0;0;0;0
10;1429568627;1429567918.sql;1429568627.sql;4;4;23;23;0;0;0;0;0;0;0;0
11;1429568772;1429568627.sql;1429568772.sql;4;4;23;23;0;0;0;0;0;0;0;0
12;1429569086;1429568772.sql;1429569086.sql;4;4;23;23;0;0;0;0;0;0;0;0
13;1429569411;1429569086.sql;1429569411.sql;4;4;23;23;0;0;0;0;0;0;0;0
14;1433931000;1429569411.sql;1433931000.sql;4;4;23;23;0;0;0;0;0;0;0;0
15;1433963590;1433931000.sql;1433963590.sql;4;4;23;23;0;0;0;0;0;0;0;0
16;1435005659;1433963590.sql;1435005659.sql;4;4;23;23;0;0;0;0;0;0;0;0
17;1440359654;1435005659.sql;1440359654.sql;4;6;23;33;2;0;3;0;0;0;7;0
18;1443878705;1440359654.sql;1443878705.sql;6;9;33;50;3;0;4;0;0;0;13;0
19;1447595492;1443878705.sql;1447595492.sql;9;9;50;50;0;0;0;0;0;0;0;0
20;1449007429;1447595492.sql;1449007429.sql;9;9;50;51;0;0;1;0;0;0;0;0
21;1449456075;1449007429.sql;1449456075.sql;9;9;51;51;0;0;0;0;0;0;0;0
22;1449955589;1449456075.sql;1449955589.sql;9;9;51;51;0;0;0;0;0;0;0;0
23;1499723418;1449955589.sql;1499723418.sql;9;18;51;97;14;5;1;0;1;0;74;29
24;1519849553;1499723418.sql;1519849553.sql;18;18;97;97;0;0;0;0;0;0;0;0
25;1533498328;1519849553.sql;1533498328.sql;18;19;97;99;1;0;0;0;0;0;2;0
26;1534505404;1533498328.sql;1534505404.sql;19;19;99;103;0;0;4;0;0;0;0;0
27;1534675592;1534505404.sql;1534675592.sql;19;19;103;105;0;0;2;0;0;0;0;0
28;1535541503;1534675592.sql;1535541503.sql;19;19;105;105;0;0;0;0;0;0;0;0
29;1535760050;1535541503.sql;1535760050.sql;19;19;105;99;0;0;0;6;0;0;0;0
30;1535833454;1535760050.sql;1535833454.sql;19;19;99;105;0;0;6;0;0;0;0;0
31;1538421380;1535833454.sql;1538421380.sql;19;20;105;107;1;0;0;0;0;0;2;0
32;1538576528;1538421380.sql;1538576528.sql;20;19;107;102;0;1;1;0;0;0;0;6
33;1538663378;1538576528.sql;1538663378.sql;19;19;102;103;0;0;1;0;0;0;0;0
34;1538682075;1538663378.sql;1538682075.sql;19;19;103;103;0;0;0;0;0;0;0;0
35;1538686422;1538682075.sql;1538686422.sql;19;19;103;103;0;0;1;1;0;0;0;0
36;1539026167;1538686422.sql;1539026167.sql;19;19;103;102;0;0;0;1;0;0;0;0
37;1539026198;1539026167.sql;1539026198.sql;19;19;102;101;0;0;0;1;0;0;0;0
38;1540218342;1539026198.sql;1540218342.sql;19;19;101;101;0;0;0;0;2;0;0;0
39;1542737387;1540218342.sql;1542737387.sql;19;17;101;94;0;2;0;0;0;0;0;7
40;1542812499;1542737387.sql;1542812499.sql;17;17;94;90;0;0;0;4;0;0;0;0
41;1545057083;1542812499.sql;1545057083.sql;17;19;90;97;2;0;0;0;0;0;7;0
42;1545993531;1545057083.sql;1545993531.sql;19;19;97;97;0;0;0;0;0;0;0;0
43;1546425249;1545993531.sql;1546425249.sql;19;18;97;91;0;1;0;0;0;0;0;6
44;1549369075;1546425249.sql;1549369075.sql;18;19;91;103;2;1;5;2;2;0;12;3
