trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	isReed	isTurf	isActive
0	1426614955		1426614955.sql	2015-03-17 17:55:55	0	0	0	0	4	0	23	4	0	23	0	0	0	0	0	0	0	23	0	0	23	0	23	1	0	1
1	1426773023	1426614955.sql	1426773023.sql	2015-03-19 13:50:23	1	1	1	4	4	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1427231952	1426773023.sql	1427231952.sql	2015-03-24 21:19:12	7	1	1	4	4	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1429450306	1427231952.sql	1429450306.sql	2015-04-19 13:31:46	32	1	2	4	4	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	1429452484	1429450306.sql	1429452484.sql	2015-04-19 14:08:04	32	1	2	4	4	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	1429556843	1429452484.sql	1429556843.sql	2015-04-20 19:07:23	34	1	2	4	4	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	1429563205	1429556843.sql	1429563205.sql	2015-04-20 20:53:25	34	1	2	4	4	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	1429564731	1429563205.sql	1429564731.sql	2015-04-20 21:18:51	34	1	2	4	4	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	1429567259	1429564731.sql	1429567259.sql	2015-04-20 22:00:59	34	1	2	4	4	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	1429567918	1429567259.sql	1429567918.sql	2015-04-20 22:11:58	34	1	2	4	4	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	1429568627	1429567918.sql	1429568627.sql	2015-04-20 22:23:47	34	1	2	4	4	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	1429568772	1429568627.sql	1429568772.sql	2015-04-20 22:26:12	34	1	2	4	4	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	1429569086	1429568772.sql	1429569086.sql	2015-04-20 22:31:26	34	1	2	4	4	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	1429569411	1429569086.sql	1429569411.sql	2015-04-20 22:36:51	34	1	2	4	4	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
