trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1451250995;1451250901.sql;1451250995.sql;5;5;25;25;0;0;0;0;0;0;0;0
2;1451423894;1451250995.sql;1451423894.sql;5;5;25;25;0;0;0;0;0;0;0;0
3;1451473405;1451423894.sql;1451473405.sql;5;5;25;25;0;0;0;0;0;0;0;0
4;1451481666;1451473405.sql;1451481666.sql;5;5;25;26;0;0;1;0;0;0;0;0
5;1451837460;1451481666.sql;1451837460.sql;5;5;26;27;0;0;1;0;0;0;0;0
6;1452721110;1451837460.sql;1452721110.sql;5;5;27;28;0;0;1;0;0;0;0;0
7;1452721902;1452721110.sql;1452721902.sql;5;5;28;29;0;0;1;0;0;0;0;0
8;1457175806;1452721902.sql;1457175806.sql;5;5;29;31;0;0;2;0;0;0;0;0
9;1457182556;1457175806.sql;1457182556.sql;5;5;31;33;0;0;2;0;0;0;0;0
10;1460919928;1457182556.sql;1460919928.sql;5;6;33;38;1;0;0;0;0;0;5;0
11;1461567210;1460919928.sql;1461567210.sql;6;6;38;38;0;0;0;0;0;0;0;0
12;1462908026;1461567210.sql;1462908026.sql;6;6;38;39;0;0;1;0;0;0;0;0
13;1462912127;1462908026.sql;1462912127.sql;6;6;39;39;0;0;0;0;0;0;0;0
