Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
apis	4	10	-	13	2016-04-17 19:05:28	2016-05-10 20:28:47	1	1	23	5	5	5	1	0	0	0	0		20	0	20
boards	14	0	-	13	2015-12-27 21:15:01	2016-05-10 20:28:47	0	1	134	7	9	8.29	1.29	2	2	0.14	0.14	1	20	1	21
image_board_clusters	14	0	-	13	2015-12-27 21:15:01	2016-05-10 20:28:47	0	1	134	5	7	5.79	1.4	2	2	0.14	0.14	1	20	1	21
thread_limits_reached_actions	14	0	-	13	2015-12-27 21:15:01	2016-05-10 20:28:47	0	1	134	3	3	3	1	0	0	0	0		20	0	20
thread_posts	14	0	-	13	2015-12-27 21:15:01	2016-05-10 20:28:47	0	1	134	4	6	4.86	1.5	2	1	0.14	0.07	2	20	1	21
threads	14	0	-	13	2015-12-27 21:15:01	2016-05-10 20:28:47	0	1	134	6	9	7.21	1.5	3	2	0.21	0.14	1.5	20	1	21
