table;dur;birth;death;chngs;s@s;s@e;sAvg
apis;4;10;-;0;5;5;5.0
boards;14;0;-;2;7;9;8.285714
image_board_clusters;14;0;-;2;5;7;5.785714
thread_limits_reached_actions;14;0;-;0;3;3;3.0
thread_posts;14;0;-;2;4;6;4.857143
threads;14;0;-;3;6;9;7.214286
