;0;1;2;3;4;5;6;7;8;9;10;11;12;13;
apis;0;0;0;0;0;0;0;0;0;0;5;5;5;5;
boards;7;7;7;7;8;8;9;9;9;9;9;9;9;9;
image_board_clusters;5;5;5;5;5;6;6;6;6;6;6;6;7;7;
thread_limits_reached_actions;3;3;3;3;3;3;3;3;3;3;3;3;3;3;
thread_posts;4;4;4;4;4;4;4;4;6;6;6;6;6;6;
threads;6;6;6;6;6;6;6;7;7;9;9;9;9;9;
