mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity
0	2013-04	1	1	7	1	0	7	0	0	0	0	0	0	0	7	0	0	7	0	7
1	2013-05	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2013-06	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2013-07	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2013-08	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2013-09	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	2013-10	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2013-11	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	2013-12	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	2014-01	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	2014-02	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	2014-03	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	2014-04	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	2014-05	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	2014-06	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	2014-07	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	2014-08	4	2	10	1	0	3	0	0	0	0	3	1	3	3	0	3	3	3	6
17	2014-09	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	2014-10	1	2	14	0	0	0	0	4	0	1	0	0	4	4	0	1	4	1	5
