table;dur;birth;death;chngs;s@s;s@e;sAvg
contest;1;2;-;0;5;5;5.0
contestlogs;1;2;-;0;5;5;5.0
problem;3;0;-;0;14;14;14.0
problemlogs;3;0;-;0;6;6;6.0
testcases;3;0;-;0;6;6;6.0
user;3;0;-;1;9;9;9.0
