;0;1;
apps;7[0|0|0|0];8[1|0|0|0];
certificates;6[0|0|0|0];6[0|0|0|0];
configs;4[0|0|0|0];4[0|0|0|0];
domains;4[0|0|0|0];4[0|0|0|0];
ecs_environment;2[0|0|0|0];2[0|0|0|0];
ports;4[0|0|0|0];4[0|0|0|0];
releases;8[0|0|0|0];8[0|0|0|0];
scheduler_migration;2[0|0|0|0];2[0|0|0|0];
schema_migrations;1[0|0|0|0];1[0|0|0|0];
slugs;3[0|0|0|0];3[0|0|0|0];
stacks;2[0|0|0|0];2[0|0|0|0];
