trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1442851455;1442423961.sql;1442851455.sql;7;7;104;101;0;0;0;3;0;0;0;0
2;1443089538;1442851455.sql;1443089538.sql;7;7;101;102;0;0;1;0;0;0;0;0
3;1444057346;1443089538.sql;1444057346.sql;7;7;102;99;0;0;0;3;0;0;0;0
4;1449574338;1444057346.sql;1449574338.sql;7;7;99;100;0;0;1;0;0;0;0;0
5;1449575004;1449574338.sql;1449575004.sql;7;7;100;100;0;0;0;0;0;0;0;0
6;1458050723;1449575004.sql;1458050723.sql;7;7;100;101;0;0;1;0;0;0;0;0
7;1459426630;1458050723.sql;1459426630.sql;7;7;101;101;0;0;0;0;1;0;0;0
8;1462522113;1459426630.sql;1462522113.sql;7;7;101;102;0;0;1;0;0;0;0;0
9;1508231554;1462522113.sql;1508231554.sql;7;7;102;102;0;0;0;0;0;0;0;0
10;1523884791;1508231554.sql;1523884791.sql;7;7;102;104;0;0;2;0;0;0;0;0
11;1523890280;1523884791.sql;1523890280.sql;7;7;104;104;0;0;1;1;0;0;0;0
12;1527509513;1523890280.sql;1527509513.sql;7;7;104;104;0;0;0;0;1;0;0;0
13;1537534697;1527509513.sql;1537534697.sql;7;7;104;102;0;0;0;2;0;0;0;0
14;1547486286;1537534697.sql;1547486286.sql;7;7;102;102;0;0;0;0;0;0;0;0
