;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;
pages;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
tx_kesearch_filteroptions;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
tx_kesearch_filters;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
tx_kesearch_index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
tx_kesearch_indexerconfig;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
tx_kesearch_stat_search;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
tx_kesearch_stat_word;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
