trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	isReed	isTurf	isActive
0	1442423961		1442423961.sql	2015-09-16 17:19:21	0	0	0	0	7	0	104	7	0	104	0	0	0	0	0	0	0	104	0	0	104	0	104	1	0	1
1	1442851455	1442423961.sql	1442851455.sql	2015-09-21 16:04:15	4	1	1	7	7	104	101	0	0	0	0	0	3	0	0	0	-3	0	3	0	0	3	3	0	1	1
2	1443089538	1442851455.sql	1443089538.sql	2015-09-24 10:12:18	7	1	1	7	7	101	102	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
3	1444057346	1443089538.sql	1444057346.sql	2015-10-05 15:02:26	18	1	1	7	7	102	99	0	0	0	0	0	3	0	0	0	-3	0	3	0	0	3	3	0	1	1
4	1449574338	1444057346.sql	1449574338.sql	2015-12-08 11:32:18	82	1	3	7	7	99	100	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
5	1449575004	1449574338.sql	1449575004.sql	2015-12-08 11:43:24	82	1	3	7	7	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	1458050723	1449575004.sql	1458050723.sql	2016-03-15 14:05:23	180	1	6	7	7	100	101	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
7	1459426630	1458050723.sql	1459426630.sql	2016-03-31 12:17:10	196	1	7	7	7	101	101	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1
8	1462522113	1459426630.sql	1462522113.sql	2016-05-06 08:08:33	232	1	8	7	7	101	102	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
9	1508231554	1462522113.sql	1508231554.sql	2017-10-17 09:12:34	761	3	26	7	7	102	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	1523884791	1508231554.sql	1523884791.sql	2018-04-16 13:19:51	942	3	31	7	7	102	104	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2	0	1	1
11	1523890280	1523884791.sql	1523890280.sql	2018-04-16 14:51:20	942	3	31	7	7	104	104	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	0	1	1
12	1527509513	1523890280.sql	1527509513.sql	2018-05-28 12:11:53	984	3	33	7	7	104	104	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1
13	1537534697	1527509513.sql	1537534697.sql	2018-09-21 12:58:17	1100	4	37	7	7	104	102	0	0	0	0	0	2	0	0	0	-2	0	2	0	0	2	2	0	1	1
14	1547486286	1537534697.sql	1547486286.sql	2019-01-14 17:18:06	1215	4	40	7	7	102	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
