mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity
0	2015-11	1	1	7	1	0	7	0	0	0	0	0	0	0	7	0	0	7	0	7
1	2015-12	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2016-01	2	2	10	1	0	2	0	1	0	0	0	1	3	3	0	0	3	0	3
3	2016-02	3	4	17	2	0	5	0	2	0	2	0	2	7	7	0	2	7	2	9
4	2016-03	0	4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2016-04	0	4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	2016-05	3	6	29	2	0	6	0	7	1	0	0	2	12	13	1	0	13	1	14
7	2016-06	0	6	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	2016-07	0	6	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	2016-08	1	6	30	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1
