Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
endentities	4	0	-	3	2019-02-14 15:35:25	2019-03-06 19:12:29	0	1	20	6	7	6.75	1.17	1	1	0.25	0.25	1	20	1	21
endentities_lock	2	2	-	3	2019-02-21 20:40:35	2019-03-06 19:12:29	1	1	12	4	4	4	1	0	0	0	0		20	0	20
