mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity
0	2016-03	13	9	83	10	1	80	5	10	2	2	0	5	55	90	7	2	90	9	99
1	2016-04	0	9	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2016-05	1	10	88	1	0	5	0	0	0	0	0	1	5	5	0	0	5	0	5
3	2016-06	10	13	113	4	1	30	6	2	1	0	0	3	25	32	7	0	32	7	39
4	2016-07	12	16	143	3	0	23	0	7	0	0	0	3	30	30	0	0	30	0	30
5	2016-08	10	19	166	4	1	27	5	4	3	1	0	3	23	31	8	1	31	9	40
6	2016-09	2	19	168	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2
7	2016-10	8	19	173	1	1	5	5	6	1	2	0	0	5	11	6	2	11	8	19
8	2016-11	1	20	181	1	0	8	0	0	0	0	0	1	8	8	0	0	8	0	8
9	2016-12	12	22	202	3	1	18	5	9	1	0	0	2	21	27	6	0	27	6	33
10	2017-01	1	22	203	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1
11	2017-02	3	22	203	0	0	0	0	3	3	0	0	0	0	3	3	0	3	3	6
12	2017-03	0	22	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	2017-04	0	22	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	2017-05	0	22	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	2017-06	0	22	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	2017-07	1	22	204	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1
