;0;1;2;3;4;5;6;7;8;9;10;11;12;
alerts;0;0;0;0;0;0;0;0;0;0;0;0;0;
blackouts;0;0;0;0;0;0;0;0;0;0;0;0;0;
customers;0;0;0;0;0;0;0;0;0;0;0;0;0;
groups;-;-;-;-;-;-;-;-;0;0;0;0;0;
heartbeats;0;0;0;0;0;0;0;0;0;0;0;0;0;
keys;0;0;0;0;0;0;0;0;0;0;0;0;0;
metrics;0;0;0;0;0;0;0;0;0;0;0;0;0;
perms;0;0;0;0;0;0;0;0;0;0;0;0;0;
users;0;3;0;0;0;0;0;0;0;0;0;0;0;
