trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1506601943;1505905020.sql;1506601943.sql;8;8;79;82;0;0;3;0;0;0;0;0
2;1523288545;1506601943.sql;1523288545.sql;8;8;82;82;0;0;0;0;0;0;0;0
3;1535057062;1523288545.sql;1535057062.sql;8;8;82;82;0;0;0;0;0;0;0;0
4;1537050388;1535057062.sql;1537050388.sql;8;8;82;82;0;0;0;0;0;0;0;0
5;1547243923;1537050388.sql;1547243923.sql;8;8;82;82;0;0;0;0;0;0;0;0
6;1552639170;1547243923.sql;1552639170.sql;8;8;82;82;0;0;0;0;0;0;0;0
7;1552778495;1552639170.sql;1552778495.sql;8;8;82;82;0;0;0;0;0;0;0;0
8;1554622418;1552778495.sql;1554622418.sql;8;9;82;89;1;0;0;0;0;0;7;0
9;1554731369;1554622418.sql;1554731369.sql;9;9;89;89;0;0;0;0;0;0;0;0
10;1556014519;1554731369.sql;1556014519.sql;9;9;89;89;0;0;0;0;0;0;0;0
11;1556059525;1556014519.sql;1556059525.sql;9;9;89;89;0;0;0;0;0;0;0;0
12;1556484303;1556059525.sql;1556484303.sql;9;9;89;89;0;0;0;0;0;0;0;0
