trID;oldVer;newVer;Table;EventType;attrName;attrType;iskey;pkey;fkey
1;1505905020.sql;1506601943.sql;users;Insertion:UpdateTable;attributes;JSONB;false;0;-
1;1505905020.sql;1506601943.sql;users;Insertion:UpdateTable;status;TEXT;false;0;-
1;1505905020.sql;1506601943.sql;users;Insertion:UpdateTable;update_time;TIMESTAMPWITHOUTTIMEZONE;false;0;-
2;1506601943.sql;1523288545.sql;-;-;-;-;-;-;-
3;1523288545.sql;1535057062.sql;-;-;-;-;-;-;-
4;1535057062.sql;1537050388.sql;-;-;-;-;-;-;-
5;1537050388.sql;1547243923.sql;-;-;-;-;-;-;-
6;1547243923.sql;1552639170.sql;-;-;-;-;-;-;-
7;1552639170.sql;1552778495.sql;-;-;-;-;-;-;-
8;1552778495.sql;1554622418.sql;groups;Insertion:NewTable;attributes;JSONB;false;0;-
8;1552778495.sql;1554622418.sql;groups;Insertion:NewTable;id;TEXT;true;0;-
8;1552778495.sql;1554622418.sql;groups;Insertion:NewTable;name;TEXT;false;0;-
8;1552778495.sql;1554622418.sql;groups;Insertion:NewTable;tags;TEXT[];false;0;-
8;1552778495.sql;1554622418.sql;groups;Insertion:NewTable;text;TEXT;false;0;-
8;1552778495.sql;1554622418.sql;groups;Insertion:NewTable;update_time;TIMESTAMPWITHOUTTIMEZONE;false;0;-
8;1552778495.sql;1554622418.sql;groups;Insertion:NewTable;users;TEXT[];false;0;-
9;1554622418.sql;1554731369.sql;-;-;-;-;-;-;-
10;1554731369.sql;1556014519.sql;-;-;-;-;-;-;-
11;1556014519.sql;1556059525.sql;-;-;-;-;-;-;-
12;1556059525.sql;1556484303.sql;-;-;-;-;-;-;-
