;0;1;2;3;4;5;6;7;8;
content;32;32;32;32;32;32;32;32;32;
content_frontpage;2;2;2;2;2;2;2;2;2;
content_types;9;9;9;9;9;9;9;9;9;
content_ucm_base;4;4;4;4;4;4;4;4;4;
content_ucm_core;34;34;34;34;34;34;34;34;34;
