table;dur;birth;death;chngs;s@s;s@e;sAvg
#__activities;2;6;-;0;14;14;14.0
#__activities_activities;6;1;7;0;14;14;14.0
#__todo_activities;1;0;0;0;14;14;14.0
#__todo_items;4;0;4;0;13;13;13.0
#__todo_tasks;5;3;-;0;13;13;13.0
