trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
0	1427746192		1427746192.sql	2015-03-30 20:09:52	0	0	0		24		190	24	0	190	0	0	0	0	0			190	0	0	190	0	190	
1	1427841504	1427746192.sql	1427841504.sql	2015-03-31 22:38:24	1	1	1	24	24	190	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	1428033115	1427841504.sql	1428033115.sql	2015-04-03 03:51:55	3	1	1	24	24	190	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	1428081812	1428033115.sql	1428081812.sql	2015-04-03 17:23:32	3	1	1	24	24	190	196	0	0	0	0	8	2	1	0	0	6	8	2	1	8	3	11	
4	1428117679	1428081812.sql	1428117679.sql	2015-04-04 03:21:19	4	1	1	24	24	196	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	1428234144	1428117679.sql	1428234144.sql	2015-04-05 11:42:24	5	1	1	24	24	196	194	1	1	11	13	0	0	0	0	0	-2	11	13	0	11	13	24	
6	1428244072	1428234144.sql	1428244072.sql	2015-04-05 14:27:52	5	1	1	24	24	194	195	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
7	1428286642	1428244072.sql	1428286642.sql	2015-04-06 02:17:22	6	1	1	24	25	195	199	1	0	7	0	2	5	0	0	1	4	9	5	0	9	5	14	
8	1430005946	1428286642.sql	1430005946.sql	2015-04-25 23:52:26	26	1	1	25	25	199	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	1430154714	1430005946.sql	1430154714.sql	2015-04-27 17:11:54	27	1	1	25	25	199	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	1430168736	1430154714.sql	1430168736.sql	2015-04-27 21:05:36	28	1	1	25	25	199	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	1430170276	1430168736.sql	1430170276.sql	2015-04-27 21:31:16	28	1	1	25	25	199	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	1430247845	1430170276.sql	1430247845.sql	2015-04-28 19:04:05	28	1	1	25	25	199	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	1430760206	1430247845.sql	1430760206.sql	2015-05-04 17:23:26	34	1	2	25	25	199	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14	1430834340	1430760206.sql	1430834340.sql	2015-05-05 13:59:00	35	1	2	25	26	199	205	1	0	5	0	1	0	0	0	1	6	6	0	0	6	0	6	
15	1430917913	1430834340.sql	1430917913.sql	2015-05-06 13:11:53	36	1	2	26	26	205	205	5	5	39	39	0	0	0	0	0	0	39	39	0	39	39	78	
16	1431051761	1430917913.sql	1431051761.sql	2015-05-08 02:22:41	38	1	2	26	26	205	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17	1431122538	1431051761.sql	1431122538.sql	2015-05-08 22:02:18	39	1	2	26	26	205	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18	1431145756	1431122538.sql	1431145756.sql	2015-05-09 04:29:16	39	1	2	26	26	205	204	0	0	0	0	0	1	0	0	0	-1	0	1	0	0	1	1	
19	1431226417	1431145756.sql	1431226417.sql	2015-05-10 02:53:37	40	1	2	26	26	204	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20	1431464200	1431226417.sql	1431464200.sql	2015-05-12 20:56:40	43	1	2	26	26	204	210	0	0	0	0	9	3	0	0	0	6	9	3	0	9	3	12	
21	1432463770	1431464200.sql	1432463770.sql	2015-05-24 10:36:10	54	1	2	26	26	210	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22	1432464385	1432463770.sql	1432464385.sql	2015-05-24 10:46:25	54	1	2	26	26	210	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23	1432470474	1432464385.sql	1432470474.sql	2015-05-24 12:27:54	54	1	2	26	26	210	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24	1432667331	1432470474.sql	1432667331.sql	2015-05-26 19:08:51	56	1	2	26	26	210	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25	1432670053	1432667331.sql	1432670053.sql	2015-05-26 19:54:13	56	1	2	26	26	210	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26	1490131485	1432670053.sql	1490131485.sql	2017-03-21 21:24:45	722	2	24	26	26	210	210	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	
