;0;1;2;3;4;5;6;7;8;9;10;11;12;
changeset_comments;0;0;0;0;0;1;0;0;0;0;0;0;0;
changeset_tags;0;0;0;0;-;-;-;-;-;-;-;-;-;
changesets;0;0;0;1;4;0;0;0;0;0;0;0;0;
note_comments;0;0;0;0;0;0;0;0;0;0;0;0;0;
notes;0;0;0;0;0;0;0;0;0;0;0;0;0;
stats;-;-;-;-;-;-;-;0;0;0;0;0;9;
users;0;0;0;0;0;0;3;0;0;0;0;0;0;
