Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
language	2	0	-	1	2014-07-10 07:40:26	2014-07-15 13:51:23	0	1	5	3	4	3.5	1.33	1	1	0.5	0.5	1	20	1	21
translation	2	0	-	1	2014-07-10 07:40:26	2014-07-15 13:51:23	0	1	5	3	3	3	1	0	0	0	0		20	0	20
