table;dur;birth;death;chngs;s@s;s@e;sAvg
categories;20;1;-;1;2;3;2.4
categorys;1;0;0;0;2;2;2.0
communities;21;0;-;0;2;2;2.0
community_memberships;21;0;-;0;2;2;2.0
pages;21;0;-;1;9;10;9.238095
posts;21;0;-;1;4;5;4.3333335
sessions;18;3;-;2;3;3;3.0
users;21;0;-;1;6;7;6.8095236
