trID;oldVer;newVer;Table;EventType;attrName;attrType;iskey;pkey;fkey
1;1420863183.sql;1420863569.sql;categories;Insertion:NewTable;id;SERIAL;true;0;-
1;1420863183.sql;1420863569.sql;categories;Insertion:NewTable;name;TEXT;false;0;-
1;1420863183.sql;1420863569.sql;categorys;Deletion:DeleteTable;id;SERIAL;true;0;-
1;1420863183.sql;1420863569.sql;categorys;Deletion:DeleteTable;name;TEXT;false;0;-
2;1420863569.sql;1420869138.sql;-;-;-;-;-;-;-
3;1420869138.sql;1420871667.sql;sessions;Insertion:NewTable;create_date;TIMESTAMP;false;0;-
3;1420869138.sql;1420871667.sql;sessions;Insertion:NewTable;id;TEXT;true;0;-
3;1420869138.sql;1420871667.sql;sessions;Insertion:NewTable;userid;INT;false;0;id@users
4;1420871667.sql;1420918795.sql;users;Insertion:UpdateTable;reset_required;BOOLEAN;false;0;-
5;1420918795.sql;1420942986.sql;-;-;-;-;-;-;-
6;1420942986.sql;1420944618.sql;-;-;-;-;-;-;-
7;1420944618.sql;1421005768.sql;-;-;-;-;-;-;-
8;1421005768.sql;1421007229.sql;-;-;-;-;-;-;-
9;1421007229.sql;1421007419.sql;-;-;-;-;-;-;-
10;1421007419.sql;1421010076.sql;-;-;-;-;-;-;-
11;1421010076.sql;1421010629.sql;-;-;-;-;-;-;-
12;1421010629.sql;1421028322.sql;sessions;Insertion:UpdateTable;user_id;INT;false;0;id@users
12;1421010629.sql;1421028322.sql;sessions;Deletion:UpdateTable;userid;INT;false;0;id@users
13;1421028322.sql;1424501307.sql;categories;Insertion:UpdateTable;slug;TEXT;false;0;-
14;1424501307.sql;1424501380.sql;posts;Insertion:UpdateTable;date_created;TIMESTAMP;false;0;-
15;1424501380.sql;1424561802.sql;-;-;-;-;-;-;-
16;1424561802.sql;1424668916.sql;pages;Insertion:UpdateTable;website;TEXT;false;0;-
17;1424668916.sql;1424669757.sql;-;-;-;-;-;-;-
18;1424669757.sql;1432067030.sql;-;-;-;-;-;-;-
19;1432067030.sql;1442842740.sql;-;-;-;-;-;-;-
20;1442842740.sql;1442844152.sql;-;-;-;-;-;-;-
