trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
0	1420863183		1420863183.sql	2015-01-10 04:13:03	0	0	0		6		25	6	0	25	0	0	0	0	0			25	0	0	25	0	25	
1	1420863569	1420863183.sql	1420863569.sql	2015-01-10 04:19:29	0	1	1	6	6	25	25	1	1	2	2	0	0	0	0	0	0	2	2	0	2	2	4	
2	1420869138	1420863569.sql	1420869138.sql	2015-01-10 05:52:18	0	1	1	6	6	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	1420871667	1420869138.sql	1420871667.sql	2015-01-10 06:34:27	0	1	1	6	7	25	28	1	0	3	0	0	0	0	0	1	3	3	0	0	3	0	3	
4	1420918795	1420871667.sql	1420918795.sql	2015-01-10 19:39:55	0	1	1	7	7	28	29	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
5	1420942986	1420918795.sql	1420942986.sql	2015-01-11 02:23:06	0	1	1	7	7	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	1420944618	1420942986.sql	1420944618.sql	2015-01-11 02:50:18	0	1	1	7	7	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	1421005768	1420944618.sql	1421005768.sql	2015-01-11 19:49:28	1	1	1	7	7	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	1421007229	1421005768.sql	1421007229.sql	2015-01-11 20:13:49	1	1	1	7	7	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	1421007419	1421007229.sql	1421007419.sql	2015-01-11 20:16:59	1	1	1	7	7	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	1421010076	1421007419.sql	1421010076.sql	2015-01-11 21:01:16	1	1	1	7	7	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	1421010629	1421010076.sql	1421010629.sql	2015-01-11 21:10:29	1	1	1	7	7	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	1421028322	1421010629.sql	1421028322.sql	2015-01-12 02:05:22	1	1	1	7	7	29	29	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	
13	1424501307	1421028322.sql	1424501307.sql	2015-02-21 06:48:27	42	1	2	7	7	29	30	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
14	1424501380	1424501307.sql	1424501380.sql	2015-02-21 06:49:40	42	1	2	7	7	30	31	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
15	1424561802	1424501380.sql	1424561802.sql	2015-02-21 23:36:42	42	1	2	7	7	31	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16	1424668916	1424561802.sql	1424668916.sql	2015-02-23 05:21:56	44	1	2	7	7	31	32	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
17	1424669757	1424668916.sql	1424669757.sql	2015-02-23 05:35:57	44	1	2	7	7	32	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18	1432067030	1424669757.sql	1432067030.sql	2015-05-19 20:23:50	129	1	5	7	7	32	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19	1442842740	1432067030.sql	1442842740.sql	2015-09-21 13:39:00	254	1	9	7	7	32	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20	1442844152	1442842740.sql	1442844152.sql	2015-09-21 14:02:32	254	1	9	7	7	32	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
