;0;1;2;3;4;5;6;7;
address;0;0;0;0;0;0;0;0;
bech32;-;-;-;-;-;-;-;0;
blkdat;-;-;-;-;-;-;-;0;
blocks;0;0;0;0;0;0;0;0;
info;-;-;-;-;-;-;0;0;
mempool;-;0;0;0;0;0;0;0;
orphans;-;-;-;-;-;0;0;0;
outputs;0;0;0;0;0;0;0;0;
trxs;0;0;0;0;0;0;0;0;
