table;dur;birth;death;chngs;s@s;s@e;sAvg
ActivatedWarranties;7;0;-;2;6;6;6.0
Survey;7;0;-;1;6;7;6.714286
SurveyAnswer;7;0;-;2;6;8;7.0
SurveyAnswer_Revisions;7;0;-;2;7;7;7.0
SurveyPrize;1;6;-;0;11;11;11.0
SurveyPrize_Revisions;1;6;-;0;11;11;11.0
SurveyQuestion;7;0;-;2;8;7;7.571429
SurveyQuestion_Revisions;7;0;-;1;11;11;11.0
SurveyUser;7;0;-;0;5;5;5.0
SurveyUserAnswer;7;0;-;3;7;6;6.428571
Survey_Revisions;7;0;-;2;7;7;7.0
