Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
http_status_codes	5	0	-	4	2013-06-12 04:10:59	2017-04-09 08:57:19	0	4	1397	2	2	2	1	0	0	0	0		20	0	20
lnav_example_log	3	2	-	4	2017-03-31 14:01:11	2017-04-09 08:57:19	4	4	8	11	12	11.67	1.09	1	1	0.33	0.33	1	20	1	21
