trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
0	1475582832		1475582832.sql	2016-10-04 12:07:12	0	0	0		9		43	9	0	43	0	0	0	0	0			43	0	0	43	0	43	
1	1478622973	1475582832.sql	1478622973.sql	2016-11-08 16:36:13	35	1	2	9	11	43	58	2	0	8	0	7	0	6	0	2	15	15	0	6	15	6	21	
2	1479233145	1478622973.sql	1479233145.sql	2016-11-15 18:05:45	42	1	2	11	11	58	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
