trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
0	1443086499		1443086499.sql	2015-09-24 09:21:39	0	0	0		21		120	21	0	120	0	0	0	0	0			120	0	0	120	0	120	
1	1444830735	1443086499.sql	1444830735.sql	2015-10-14 13:52:15	20	1	1	21	21	120	119	0	0	0	0	0	1	1	0	0	-1	0	1	1	0	2	2	
2	1445601936	1444830735.sql	1445601936.sql	2015-10-23 12:05:36	29	1	1	21	21	119	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	1454659973	1445601936.sql	1454659973.sql	2016-02-05 08:12:53	133	1	5	21	21	119	124	0	0	0	0	5	0	0	0	0	5	5	0	0	5	0	5	
4	1454660435	1454659973.sql	1454660435.sql	2016-02-05 08:20:35	133	1	5	21	21	124	124	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	
5	1455030740	1454660435.sql	1455030740.sql	2016-02-09 15:12:20	138	1	5	21	22	124	130	1	0	5	0	1	0	0	0	1	6	6	0	0	6	0	6	
6	1455098149	1455030740.sql	1455098149.sql	2016-02-10 09:55:49	139	1	5	22	22	130	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	1455138853	1455098149.sql	1455138853.sql	2016-02-10 21:14:13	139	1	5	22	22	130	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	1455270140	1455138853.sql	1455270140.sql	2016-02-12 09:42:20	141	1	5	22	22	130	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	1458799250	1455270140.sql	1458799250.sql	2016-03-24 06:00:50	181	1	6	22	22	130	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	1462372260	1458799250.sql	1462372260.sql	2016-05-04 14:31:00	223	1	8	22	22	130	128	0	0	0	0	0	2	0	0	0	-2	0	2	0	0	2	2	
11	1467209183	1462372260.sql	1467209183.sql	2016-06-29 14:06:23	279	1	10	22	22	128	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	1516605139	1467209183.sql	1516605139.sql	2018-01-22 07:12:19	850	3	28	22	23	128	133	1	0	5	0	0	0	0	0	1	5	5	0	0	5	0	5	
13	1518583406	1516605139.sql	1518583406.sql	2018-02-14 04:43:26	873	3	29	23	23	133	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
