trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1444830735;1443086499.sql;1444830735.sql;21;21;120;119;0;0;0;1;1;0;0;0
2;1445601936;1444830735.sql;1445601936.sql;21;21;119;119;0;0;0;0;0;0;0;0
3;1454659973;1445601936.sql;1454659973.sql;21;21;119;124;0;0;5;0;0;0;0;0
4;1454660435;1454659973.sql;1454660435.sql;21;21;124;124;0;0;0;0;1;0;0;0
5;1455030740;1454660435.sql;1455030740.sql;21;22;124;130;1;0;1;0;0;0;5;0
6;1455098149;1455030740.sql;1455098149.sql;22;22;130;130;0;0;0;0;0;0;0;0
7;1455138853;1455098149.sql;1455138853.sql;22;22;130;130;0;0;0;0;0;0;0;0
8;1455270140;1455138853.sql;1455270140.sql;22;22;130;130;0;0;0;0;0;0;0;0
9;1458799250;1455270140.sql;1458799250.sql;22;22;130;130;0;0;0;0;0;0;0;0
10;1462372260;1458799250.sql;1462372260.sql;22;22;130;128;0;0;0;2;0;0;0;0
11;1467209183;1462372260.sql;1467209183.sql;22;22;128;128;0;0;0;0;0;0;0;0
12;1516605139;1467209183.sql;1516605139.sql;22;23;128;133;1;0;0;0;0;0;5;0
13;1518583406;1516605139.sql;1518583406.sql;23;23;133;133;0;0;0;0;0;0;0;0
