Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
download	6	1	-	6	2015-08-01 09:56:26	2017-12-22 14:00:12	1	3	874	6	11	9.5	1.83	9	4	1.5	0.67	2.25	20	2	22
rate	5	2	-	6	2016-05-01 17:00:15	2017-12-22 14:00:12	1	3	599	3	3	3	1	0	0	0	0		20	0	20
user	6	0	-	6	2015-06-14 21:01:52	2017-12-22 14:00:12	0	3	921	5	6	5.5	1.2	1	1	0.17	0.17	1	20	1	21
