trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	isReed	isTurf	isActive
0	1434315712		1434315712.sql	2015-06-14 21:01:52	0	0	0	0	1	0	5	1	0	5	0	0	0	0	0	0	0	5	0	0	5	0	5	0	1	1
1	1438422986	1434315712.sql	1438422986.sql	2015-08-01 09:56:26	47	1	2	1	1	5	6	1	1	6	5	0	0	0	0	0	1	6	5	0	6	5	11	0	1	1
2	1462122015	1438422986.sql	1462122015.sql	2016-05-01 17:00:15	321	1	11	1	3	6	17	2	0	8	0	3	0	0	0	2	11	11	0	0	11	0	11	0	1	1
3	1469962168	1462122015.sql	1469962168.sql	2016-07-31 10:49:28	412	2	14	3	3	17	19	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2	0	1	1
4	1470068678	1469962168.sql	1470068678.sql	2016-08-01 16:24:38	413	2	14	3	3	19	18	0	0	0	0	1	2	0	0	0	-1	1	2	0	1	2	3	0	1	1
5	1470323226	1470068678.sql	1470323226.sql	2016-08-04 15:07:06	416	2	14	3	3	18	20	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2	0	1	1
6	1513951212	1470323226.sql	1513951212.sql	2017-12-22 14:00:12	921	3	31	3	3	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
