Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
_vt.local_metadata	2	0	-	1	2017-10-23 07:54:07	2017-10-31 12:10:44	0	1	8	2	2	2	1	0	0	0	0		20	0	20
_vt.shard_metadata	2	0	-	1	2017-10-23 07:54:07	2017-10-31 12:10:44	0	1	8	2	2	2	1	0	0	0	0		20	0	20
