trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1547146470;1546384676.sql;1547146470.sql;65;65;319;319;0;0;0;0;2;0;0;0
2;1547552971;1547146470.sql;1547552971.sql;65;65;319;319;0;0;0;0;0;0;0;0
3;1550765083;1547552971.sql;1550765083.sql;65;67;319;332;2;0;0;0;0;0;13;0
4;1550878014;1550765083.sql;1550878014.sql;67;67;332;332;0;0;0;0;0;1;0;0
5;1550941726;1550878014.sql;1550941726.sql;67;67;332;333;0;0;1;0;0;0;0;0
6;1550959522;1550941726.sql;1550959522.sql;67;68;333;337;1;0;0;0;0;0;4;0
7;1551423297;1550959522.sql;1551423297.sql;68;68;337;337;0;0;0;0;0;0;0;0
8;1551787115;1551423297.sql;1551787115.sql;68;68;337;337;0;0;0;0;0;0;0;0
9;1552583210;1551787115.sql;1552583210.sql;68;68;337;337;0;0;0;0;0;0;0;0
10;1555009847;1552583210.sql;1555009847.sql;68;68;337;337;0;0;0;0;14;0;0;0
11;1556486974;1555009847.sql;1556486974.sql;68;68;337;338;0;0;1;0;0;0;0;0
