trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	isReed	isTurf	isActive
0	1546384676		1546384676.sql	2019-01-01 23:17:56	0	0	0	0	65	0	319	65	0	319	0	0	0	0	0	0	0	319	0	0	319	0	319	1	0	1
1	1547146470	1546384676.sql	1547146470.sql	2019-01-10 18:54:30	8	1	1	65	65	319	319	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	2	0	1	1
2	1547552971	1547146470.sql	1547552971.sql	2019-01-15 11:49:31	13	1	1	65	65	319	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1550765083	1547552971.sql	1550765083.sql	2019-02-21 16:04:43	50	1	2	65	67	319	332	2	0	13	0	0	0	0	0	2	13	13	0	0	13	0	13	0	1	1
4	1550878014	1550765083.sql	1550878014.sql	2019-02-22 23:26:54	52	1	2	67	67	332	332	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1
5	1550941726	1550878014.sql	1550941726.sql	2019-02-23 17:08:46	52	1	2	67	67	332	333	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
6	1550959522	1550941726.sql	1550959522.sql	2019-02-23 22:05:22	52	1	2	67	68	333	337	1	0	4	0	0	0	0	0	1	4	4	0	0	4	0	4	0	1	1
7	1551423297	1550959522.sql	1551423297.sql	2019-03-01 06:54:57	58	1	2	68	68	337	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	1551787115	1551423297.sql	1551787115.sql	2019-03-05 11:58:35	62	1	3	68	68	337	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	1552583210	1551787115.sql	1552583210.sql	2019-03-14 17:06:50	71	1	3	68	68	337	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	1555009847	1552583210.sql	1555009847.sql	2019-04-11 19:10:47	99	1	4	68	68	337	337	0	0	0	0	0	0	14	0	0	0	0	0	14	0	14	14	0	1	1
11	1556486974	1555009847.sql	1556486974.sql	2019-04-28 21:29:34	116	1	4	68	68	337	338	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
