mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity
0	2016-06	1	29	257	29	0	257	0	0	0	0	0	0	0	257	0	0	257	0	257
1	2016-07	0	29	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2016-08	0	29	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2016-09	0	29	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2016-10	0	29	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2016-11	0	29	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	2016-12	0	29	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2017-01	0	29	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	2017-02	1	30	271	1	0	14	0	0	0	0	0	1	14	14	0	0	14	0	14
9	2017-03	0	30	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	2017-04	2	31	292	1	0	21	0	0	0	10	0	1	21	21	0	10	21	10	31
11	2017-05	5	35	336	4	0	36	0	12	4	13	0	4	44	48	4	13	48	17	65
12	2017-06	5	41	413	6	0	53	0	26	2	11	0	6	77	79	2	11	79	13	92
13	2017-07	3	44	441	3	0	26	0	2	0	0	0	3	28	28	0	0	28	0	28
14	2017-08	4	45	450	1	0	7	0	2	0	0	0	1	9	9	0	0	9	0	9
15	2017-09	5	47	463	2	0	12	0	1	0	1	0	2	13	13	0	1	13	1	14
16	2017-10	4	48	476	1	0	11	0	2	0	1	0	1	13	13	0	1	13	1	14
17	2017-11	4	55	528	7	0	49	0	3	0	0	0	7	52	52	0	0	52	0	52
18	2017-12	2	56	536	1	0	4	0	4	0	2	0	1	8	8	0	2	8	2	10
19	2018-01	1	57	546	1	0	10	0	0	0	0	0	1	10	10	0	0	10	0	10
20	2018-02	2	58	561	1	0	13	0	2	0	1	0	1	15	15	0	1	15	1	16
21	2018-03	1	59	571	1	0	10	0	0	0	0	0	1	10	10	0	0	10	0	10
22	2018-04	0	59	571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	2018-05	0	59	571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	2018-06	0	59	571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	2018-07	0	59	571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	2018-08	1	59	571	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1
27	2018-09	0	59	571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	2018-10	1	59	572	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1
29	2018-11	0	59	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	2018-12	0	59	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	2019-01	0	59	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	2019-02	1	59	573	0	0	0	0	1	0	1	0	0	1	1	0	1	1	1	2
33	2019-03	0	59	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	2019-04	3	59	575	0	0	0	0	2	0	1	0	0	2	2	0	1	2	1	3
