mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity	Reeds	ReedRatioAComm	ReedRatioTComm	ActivityDueToReeds	Turfs	TurfRatioAComm	TurfRatioTComm	ActivityDueToTurfs	ActiveCommits	ActiveCommitRatio
0	2016-06	1	29	257	29	0	257	0	0	0	0	0	0	0	257	0	0	257	0	257	1	1.0	1.0	257	0	0.0	0.0	0	1	1.0
1	2016-07	0	29	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
2	2016-08	0	29	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
3	2016-09	0	29	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
4	2016-10	0	29	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
5	2016-11	0	29	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
6	2016-12	0	29	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
7	2017-01	0	29	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
8	2017-02	1	30	271	1	0	14	0	0	0	0	0	1	14	14	0	0	14	0	14	0	0.0	0.0	0	1	1.0	1.0	14	1	1.0
9	2017-03	0	30	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
10	2017-04	2	31	292	1	0	21	0	0	0	10	0	1	21	21	0	10	21	10	31	1	0.5	0.5	21	1	0.5	0.5	10	2	1.0
11	2017-05	5	35	336	4	0	36	0	12	4	13	0	4	44	48	4	13	48	17	65	2	0.4	0.4	57	3	0.6	0.6	8	5	1.0
12	2017-06	5	41	413	6	0	53	0	26	2	11	0	6	77	79	2	11	79	13	92	3	0.6	0.6	83	2	0.4	0.4	9	5	1.0
