trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1486548647;1465430992.sql;1486548647.sql;29;30;257;271;1;0;0;0;0;0;14;0
2;1491064075;1486548647.sql;1491064075.sql;30;31;271;292;1;0;0;0;0;0;21;0
3;1491276572;1491064075.sql;1491276572.sql;31;31;292;292;0;0;0;0;10;0;0;0
4;1495375734;1491276572.sql;1495375734.sql;31;35;292;329;4;0;1;0;3;0;36;0
5;1495434868;1495375734.sql;1495434868.sql;35;35;329;332;0;0;3;0;1;0;0;0
6;1495510630;1495434868.sql;1495510630.sql;35;35;332;333;0;0;1;0;0;0;0;0
7;1495621752;1495510630.sql;1495621752.sql;35;35;333;336;0;0;7;4;6;0;0;0
8;1495671138;1495621752.sql;1495671138.sql;35;35;336;336;0;0;0;0;3;0;0;0
9;1496643791;1495671138.sql;1496643791.sql;35;39;336;368;4;0;1;0;0;0;31;0
10;1496737542;1496643791.sql;1496737542.sql;39;39;368;374;0;0;8;2;6;0;0;0
11;1497079688;1496737542.sql;1497079688.sql;39;40;374;404;1;0;14;0;5;0;16;0
12;1497713125;1497079688.sql;1497713125.sql;40;41;404;410;1;0;0;0;0;0;6;0
13;1497800053;1497713125.sql;1497800053.sql;41;41;410;413;0;0;3;0;0;0;0;0
14;1499326855;1497800053.sql;1499326855.sql;41;41;413;414;0;0;1;0;0;0;0;0
15;1501383121;1499326855.sql;1501383121.sql;41;44;414;440;3;0;0;0;0;0;26;0
16;1501390615;1501383121.sql;1501390615.sql;44;44;440;441;0;0;1;0;0;0;0;0
17;1501830728;1501390615.sql;1501830728.sql;44;44;441;442;0;0;1;0;0;0;0;0
18;1502556328;1501830728.sql;1502556328.sql;44;44;442;442;0;0;0;0;0;0;0;0
19;1502696772;1502556328.sql;1502696772.sql;44;44;442;443;0;0;1;0;0;0;0;0
20;1502724617;1502696772.sql;1502724617.sql;44;45;443;450;1;0;0;0;0;0;7;0
21;1504277899;1502724617.sql;1504277899.sql;45;46;450;457;1;0;0;0;0;0;7;0
22;1504341282;1504277899.sql;1504341282.sql;46;46;457;458;0;0;1;0;1;0;0;0
23;1504444851;1504341282.sql;1504444851.sql;46;46;458;458;0;0;0;0;0;0;0;0
24;1504449038;1504444851.sql;1504449038.sql;46;46;458;458;0;0;0;0;0;0;0;0
25;1505048558;1504449038.sql;1505048558.sql;46;47;458;463;1;0;0;0;0;0;5;0
26;1507296302;1505048558.sql;1507296302.sql;47;47;463;463;0;0;0;0;0;0;0;0
27;1508594578;1507296302.sql;1508594578.sql;47;47;463;464;0;0;1;0;1;0;0;0
28;1508679508;1508594578.sql;1508679508.sql;47;47;464;465;0;0;1;0;0;0;0;0
29;1508686539;1508679508.sql;1508686539.sql;47;48;465;476;1;0;0;0;0;0;11;0
30;1511075148;1508686539.sql;1511075148.sql;48;51;476;501;3;0;1;0;0;0;24;0
31;1511170395;1511075148.sql;1511170395.sql;51;55;501;526;4;0;0;0;0;0;25;0
32;1511702769;1511170395.sql;1511702769.sql;55;55;526;527;0;0;1;0;0;0;0;0
33;1511805026;1511702769.sql;1511805026.sql;55;55;527;528;0;0;1;0;0;0;0;0
34;1512314041;1511805026.sql;1512314041.sql;55;56;528;536;1;0;4;0;2;0;4;0
35;1512829396;1512314041.sql;1512829396.sql;56;56;536;536;0;0;0;0;0;0;0;0
36;1516251975;1512829396.sql;1516251975.sql;56;57;536;546;1;0;0;0;0;0;10;0
37;1519004779;1516251975.sql;1519004779.sql;57;58;546;559;1;0;0;0;0;0;13;0
38;1519484534;1519004779.sql;1519484534.sql;58;58;559;561;0;0;2;0;1;0;0;0
39;1521769177;1519484534.sql;1521769177.sql;58;59;561;571;1;0;0;0;0;0;10;0
40;1533974482;1521769177.sql;1533974482.sql;59;59;571;571;0;0;0;0;1;0;0;0
41;1540036047;1533974482.sql;1540036047.sql;59;59;571;572;0;0;1;0;0;0;0;0
42;1550402418;1540036047.sql;1550402418.sql;59;59;572;573;0;0;1;0;1;0;0;0
43;1554526085;1550402418.sql;1554526085.sql;59;59;573;573;0;0;0;0;0;0;0;0
44;1554615786;1554526085.sql;1554615786.sql;59;59;573;573;0;0;0;0;1;0;0;0
45;1554687415;1554615786.sql;1554687415.sql;59;59;573;575;0;0;2;0;0;0;0;0
