trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
0	1465430992		1465430992.sql	2016-06-09 00:09:52	0	0	0		29		257	29	0	257	0	0	0	0	0			257	0	0	257	0	257	
1	1486548647	1465430992.sql	1486548647.sql	2017-02-08 10:10:47	244	1	8	29	30	257	271	1	0	14	0	0	0	0	0	1	14	14	0	0	14	0	14	
2	1491064075	1486548647.sql	1491064075.sql	2017-04-01 16:27:55	296	1	10	30	31	271	292	1	0	21	0	0	0	0	0	1	21	21	0	0	21	0	21	
3	1491276572	1491064075.sql	1491276572.sql	2017-04-04 03:29:32	299	1	10	31	31	292	292	0	0	0	0	0	0	10	0	0	0	0	0	10	0	10	10	
4	1495375734	1491276572.sql	1495375734.sql	2017-05-21 14:08:54	346	1	12	31	35	292	329	4	0	36	0	1	0	3	0	4	37	37	0	3	37	3	40	
5	1495434868	1495375734.sql	1495434868.sql	2017-05-22 06:34:28	347	1	12	35	35	329	332	0	0	0	0	3	0	1	0	0	3	3	0	1	3	1	4	
6	1495510630	1495434868.sql	1495510630.sql	2017-05-23 03:37:10	348	1	12	35	35	332	333	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
7	1495621752	1495510630.sql	1495621752.sql	2017-05-24 10:29:12	349	1	12	35	35	333	336	0	0	0	0	7	4	6	0	0	3	7	4	6	7	10	17	
8	1495671138	1495621752.sql	1495671138.sql	2017-05-25 00:12:18	350	1	12	35	35	336	336	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	3	
9	1496643791	1495671138.sql	1496643791.sql	2017-06-05 06:23:11	361	1	12	35	39	336	368	4	0	31	0	1	0	0	0	4	32	32	0	0	32	0	32	
10	1496737542	1496643791.sql	1496737542.sql	2017-06-06 08:25:42	362	1	12	39	39	368	374	0	0	0	0	8	2	6	0	0	6	8	2	6	8	8	16	
11	1497079688	1496737542.sql	1497079688.sql	2017-06-10 07:28:08	366	2	13	39	40	374	404	1	0	16	0	14	0	5	0	1	30	30	0	5	30	5	35	
12	1497713125	1497079688.sql	1497713125.sql	2017-06-17 15:25:25	373	2	13	40	41	404	410	1	0	6	0	0	0	0	0	1	6	6	0	0	6	0	6	
13	1497800053	1497713125.sql	1497800053.sql	2017-06-18 15:34:13	374	2	13	41	41	410	413	0	0	0	0	3	0	0	0	0	3	3	0	0	3	0	3	
14	1499326855	1497800053.sql	1499326855.sql	2017-07-06 07:40:55	392	2	13	41	41	413	414	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
15	1501383121	1499326855.sql	1501383121.sql	2017-07-30 02:52:01	416	2	14	41	44	414	440	3	0	26	0	0	0	0	0	3	26	26	0	0	26	0	26	
16	1501390615	1501383121.sql	1501390615.sql	2017-07-30 04:56:55	416	2	14	44	44	440	441	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
17	1501830728	1501390615.sql	1501830728.sql	2017-08-04 07:12:08	421	2	14	44	44	441	442	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
18	1502556328	1501830728.sql	1502556328.sql	2017-08-12 16:45:28	429	2	15	44	44	442	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19	1502696772	1502556328.sql	1502696772.sql	2017-08-14 07:46:12	431	2	15	44	44	442	443	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
20	1502724617	1502696772.sql	1502724617.sql	2017-08-14 15:30:17	431	2	15	44	45	443	450	1	0	7	0	0	0	0	0	1	7	7	0	0	7	0	7	
21	1504277899	1502724617.sql	1504277899.sql	2017-09-01 14:58:19	449	2	15	45	46	450	457	1	0	7	0	0	0	0	0	1	7	7	0	0	7	0	7	
22	1504341282	1504277899.sql	1504341282.sql	2017-09-02 08:34:42	450	2	15	46	46	457	458	0	0	0	0	1	0	1	0	0	1	1	0	1	1	1	2	
23	1504444851	1504341282.sql	1504444851.sql	2017-09-03 13:20:51	451	2	15	46	46	458	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24	1504449038	1504444851.sql	1504449038.sql	2017-09-03 14:30:38	451	2	15	46	46	458	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25	1505048558	1504449038.sql	1505048558.sql	2017-09-10 13:02:38	458	2	16	46	47	458	463	1	0	5	0	0	0	0	0	1	5	5	0	0	5	0	5	
26	1507296302	1505048558.sql	1507296302.sql	2017-10-06 13:25:02	484	2	16	47	47	463	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27	1508594578	1507296302.sql	1508594578.sql	2017-10-21 14:02:58	499	2	17	47	47	463	464	0	0	0	0	1	0	1	0	0	1	1	0	1	1	1	2	
28	1508679508	1508594578.sql	1508679508.sql	2017-10-22 13:38:28	500	2	17	47	47	464	465	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
29	1508686539	1508679508.sql	1508686539.sql	2017-10-22 15:35:39	500	2	17	47	48	465	476	1	0	11	0	0	0	0	0	1	11	11	0	0	11	0	11	
30	1511075148	1508686539.sql	1511075148.sql	2017-11-19 07:05:48	528	2	18	48	51	476	501	3	0	24	0	1	0	0	0	3	25	25	0	0	25	0	25	
31	1511170395	1511075148.sql	1511170395.sql	2017-11-20 09:33:15	529	2	18	51	55	501	526	4	0	25	0	0	0	0	0	4	25	25	0	0	25	0	25	
32	1511702769	1511170395.sql	1511702769.sql	2017-11-26 13:26:09	535	2	18	55	55	526	527	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
33	1511805026	1511702769.sql	1511805026.sql	2017-11-27 17:50:26	536	2	18	55	55	527	528	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
34	1512314041	1511805026.sql	1512314041.sql	2017-12-03 15:14:01	542	2	18	55	56	528	536	1	0	4	0	4	0	2	0	1	8	8	0	2	8	2	10	
35	1512829396	1512314041.sql	1512829396.sql	2017-12-09 14:23:16	548	2	19	56	56	536	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36	1516251975	1512829396.sql	1516251975.sql	2018-01-18 05:06:15	588	2	20	56	57	536	546	1	0	10	0	0	0	0	0	1	10	10	0	0	10	0	10	
37	1519004779	1516251975.sql	1519004779.sql	2018-02-19 01:46:19	620	2	21	57	58	546	559	1	0	13	0	0	0	0	0	1	13	13	0	0	13	0	13	
38	1519484534	1519004779.sql	1519484534.sql	2018-02-24 15:02:14	625	2	21	58	58	559	561	0	0	0	0	2	0	1	0	0	2	2	0	1	2	1	3	
39	1521769177	1519484534.sql	1521769177.sql	2018-03-23 01:39:37	652	2	22	58	59	561	571	1	0	10	0	0	0	0	0	1	10	10	0	0	10	0	10	
40	1533974482	1521769177.sql	1533974482.sql	2018-08-11 08:01:22	793	3	27	59	59	571	571	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	
41	1540036047	1533974482.sql	1540036047.sql	2018-10-20 11:47:27	863	3	29	59	59	571	572	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
42	1550402418	1540036047.sql	1550402418.sql	2019-02-17 11:20:18	983	3	33	59	59	572	573	0	0	0	0	1	0	1	0	0	1	1	0	1	1	1	2	
43	1554526085	1550402418.sql	1554526085.sql	2019-04-06 04:48:05	1031	3	34	59	59	573	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44	1554615786	1554526085.sql	1554615786.sql	2019-04-07 05:43:06	1032	3	34	59	59	573	573	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	
45	1554687415	1554615786.sql	1554687415.sql	2019-04-08 01:36:55	1033	3	34	59	59	573	575	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2	
