mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity
0	2012-07	2	5	25	7	2	30	6	1	0	0	0	0	1	31	6	0	31	6	37
1	2012-08	0	5	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2012-09	0	5	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2012-10	0	5	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2012-11	0	5	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2012-12	0	5	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	2013-01	0	5	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2013-02	2	7	33	2	0	9	0	0	1	0	0	2	8	9	1	0	9	1	10
