;0;1;2;3;4;5;6;7;8;9;
imageinfo;11;11;11;12;12;12;12;12;12;12;
imagevariations;0;0;0;0;0;5;5;5;5;5;
metadata;4;4;4;4;4;4;4;4;4;4;
shorturl;5;5;5;5;5;5;5;5;5;5;
storage_image_variations;0;0;0;0;4;4;4;4;4;0;
storage_images;0;0;4;4;4;4;4;4;4;0;
