trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
0	1373312457		1373312457.sql	2013-07-08 19:40:57	0	0	0		3		20	3	0	20	0	0	0	0	0			20	0	0	20	0	20	
1	1373532250	1373312457.sql	1373532250.sql	2013-07-11 08:44:10	2	1	1	3	3	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	1386172620	1373532250.sql	1386172620.sql	2013-12-04 15:57:00	148	1	5	3	4	20	24	1	0	4	0	0	0	0	0	1	4	4	0	0	4	0	4	
3	1392826904	1386172620.sql	1392826904.sql	2014-02-19 16:21:44	225	1	8	4	4	24	25	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
4	1416332557	1392826904.sql	1416332557.sql	2014-11-18 17:42:37	497	2	17	4	5	25	29	1	0	4	0	0	0	0	0	1	4	4	0	0	4	0	4	
5	1416336558	1416332557.sql	1416336558.sql	2014-11-18 18:49:18	497	2	17	5	6	29	34	1	0	5	0	0	0	0	0	1	5	5	0	0	5	0	5	
6	1418116964	1416336558.sql	1418116964.sql	2014-12-09 09:22:44	518	2	18	6	6	34	34	0	0	0	0	5	5	0	0	0	0	5	5	0	5	5	10	
7	1443447204	1418116964.sql	1443447204.sql	2015-09-28 13:33:24	811	3	27	6	6	34	34	0	0	0	0	0	0	5	0	0	0	0	0	5	0	5	5	
8	1444215579	1443447204.sql	1444215579.sql	2015-10-07 10:59:39	820	3	27	6	6	34	34	0	0	0	0	0	0	5	0	0	0	0	0	5	0	5	5	
9	1493183525	1444215579.sql	1493183525.sql	2017-04-26 05:12:05	1387	4	46	6	4	34	26	0	2	0	8	0	0	0	0	-2	-8	0	8	0	0	8	8	
