trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
0	1377166095		1377166095.sql	2013-08-22 10:08:15	0	0	0		227		1665	227	0	1665	0	0	0	0	0			1665	0	0	1665	0	1665	
1	1380108385	1377166095.sql	1380108385.sql	2013-09-25 11:26:25	34	1	2	227	227	1665	1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	1380193767	1380108385.sql	1380193767.sql	2013-09-26 11:09:27	35	1	2	227	227	1665	1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	1382421714	1380193767.sql	1382421714.sql	2013-10-22 06:01:54	60	1	2	227	227	1665	1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	1386755529	1382421714.sql	1386755529.sql	2013-12-11 09:52:09	110	1	4	227	227	1665	1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	1401978545	1386755529.sql	1401978545.sql	2014-06-05 14:29:05	287	1	10	227	227	1665	1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	1417185111	1401978545.sql	1417185111.sql	2014-11-28 14:31:51	463	2	16	227	227	1665	1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	1545312605	1417185111.sql	1545312605.sql	2018-12-20 13:30:05	1946	6	64	227	227	1665	1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	1551085180	1545312605.sql	1551085180.sql	2019-02-25 08:59:40	2012	6	67	227	227	1665	1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	1555427071	1551085180.sql	1555427071.sql	2019-04-16 15:04:31	2063	6	68	227	227	1665	1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	1556257729	1555427071.sql	1556257729.sql	2019-04-26 05:48:49	2072	6	69	227	227	1665	1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
