trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1380108385;1377166095.sql;1380108385.sql;227;227;1665;1665;0;0;0;0;0;0;0;0
2;1380193767;1380108385.sql;1380193767.sql;227;227;1665;1665;0;0;0;0;0;0;0;0
3;1382421714;1380193767.sql;1382421714.sql;227;227;1665;1665;0;0;0;0;0;0;0;0
4;1386755529;1382421714.sql;1386755529.sql;227;227;1665;1665;0;0;0;0;0;0;0;0
5;1401978545;1386755529.sql;1401978545.sql;227;227;1665;1665;0;0;0;0;0;0;0;0
6;1417185111;1401978545.sql;1417185111.sql;227;227;1665;1665;0;0;0;0;0;0;0;0
7;1545312605;1417185111.sql;1545312605.sql;227;227;1665;1665;0;0;0;0;0;0;0;0
8;1551085180;1545312605.sql;1551085180.sql;227;227;1665;1665;0;0;0;0;0;0;0;0
9;1555427071;1551085180.sql;1555427071.sql;227;227;1665;1665;0;0;0;0;0;0;0;0
10;1556257729;1555427071.sql;1556257729.sql;227;227;1665;1665;0;0;0;0;0;0;0;0
