trID;oldVer;newVer;Table;EventType;attrName;attrType;iskey;pkey;fkey
1;1407758720.sql;1416399925.sql;geo_countrys;Update:TypeChange;active;BOOL;false;0;-
1;1407758720.sql;1416399925.sql;geo_countrys;Update:TypeChange;author_id;INT4;false;0;-
1;1407758720.sql;1416399925.sql;geo_countrys;Update:TypeChange;created_at;TIMESTAMP(6);false;0;-
1;1407758720.sql;1416399925.sql;geo_countrys;Update:TypeChange;id;INT4;false;0;-
1;1407758720.sql;1416399925.sql;geo_countrys;Update:TypeChange;title;VARCHAR(255);false;0;-
1;1407758720.sql;1416399925.sql;geo_countrys;Update:TypeChange;title2;VARCHAR(255);false;0;-
1;1407758720.sql;1416399925.sql;geo_countrys;Update:TypeChange;updated_at;TIMESTAMPTZ(6);false;0;-
1;1407758720.sql;1416399925.sql;geo_np;Update:TypeChange;active;BOOL;false;0;-
1;1407758720.sql;1416399925.sql;geo_np;Update:TypeChange;author_id;INT4;false;0;-
1;1407758720.sql;1416399925.sql;geo_np;Update:TypeChange;clean_title;VARCHAR(255);false;0;-
1;1407758720.sql;1416399925.sql;geo_np;Update:TypeChange;code;VARCHAR(255);false;0;-
1;1407758720.sql;1416399925.sql;geo_np;Update:TypeChange;created_at;TIMESTAMP(6);false;0;-
1;1407758720.sql;1416399925.sql;geo_np;Update:TypeChange;id;INT4;false;0;-
1;1407758720.sql;1416399925.sql;geo_np;Update:TypeChange;rajon_id;INT4;false;0;-
1;1407758720.sql;1416399925.sql;geo_np;Update:TypeChange;title;VARCHAR(255);false;0;-
1;1407758720.sql;1416399925.sql;geo_np;Update:TypeChange;title2;VARCHAR(255);false;0;-
1;1407758720.sql;1416399925.sql;geo_np;Update:TypeChange;type;VARCHAR(16);false;0;-
1;1407758720.sql;1416399925.sql;geo_np;Update:TypeChange;type_ext;VARCHAR(255);false;0;-
1;1407758720.sql;1416399925.sql;geo_np;Update:TypeChange;updated_at;TIMESTAMPTZ(6);false;0;-
1;1407758720.sql;1416399925.sql;geo_rajon;Update:TypeChange;active;BOOL;false;0;-
1;1407758720.sql;1416399925.sql;geo_rajon;Update:TypeChange;author_id;INT4;false;0;-
1;1407758720.sql;1416399925.sql;geo_rajon;Update:TypeChange;clean_title;VARCHAR(255);false;0;-
1;1407758720.sql;1416399925.sql;geo_rajon;Update:TypeChange;code;VARCHAR(255);false;0;-
1;1407758720.sql;1416399925.sql;geo_rajon;Update:TypeChange;created_at;TIMESTAMP(6);false;0;-
1;1407758720.sql;1416399925.sql;geo_rajon;Update:TypeChange;id;INT4;false;0;-
1;1407758720.sql;1416399925.sql;geo_rajon;Update:TypeChange;region_id;INT4;false;0;-
1;1407758720.sql;1416399925.sql;geo_rajon;Update:TypeChange;title;VARCHAR(255);false;0;-
1;1407758720.sql;1416399925.sql;geo_rajon;Update:TypeChange;title2;VARCHAR(255);false;0;-
1;1407758720.sql;1416399925.sql;geo_rajon;Update:TypeChange;type;VARCHAR(16);false;0;-
