;0;1;2;
geo_countrys;7[0|0|0|0];7[0|0|7|0];9[2|0|6|0];
geo_np;12[0|0|0|0];12[0|0|12|0];14[2|0|11|0];
geo_rajon;12[0|0|0|0];12[0|0|12|0];14[2|0|11|0];
geo_region;12[0|0|0|0];12[0|0|12|0];14[2|0|11|0];
geo_street;0|-|-|-|-;13[0|0|0|0];15[2|0|12|0];
