table;dur;birth;death;chngs;s@s;s@e;sAvg
geo_countrys;3;0;-;15;7;9;7.6666665
geo_np;3;0;-;25;12;14;12.666667
geo_rajon;3;0;-;25;12;14;12.666667
geo_region;3;0;-;25;12;14;12.666667
geo_street;2;1;-;14;13;15;14.0
