trID;oldVer;newVer;Table;EventType;attrName;attrType;iskey;pkey;fkey
1;1414217762.sql;1417745446.sql;-;-;-;-;-;-;-
2;1417745446.sql;1471464850.sql;-;-;-;-;-;-;-
