trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	isReed	isTurf	isActive
0	1425626870		1425626870.sql	2015-03-06 07:27:50	0	0	0	0	11	0	55	11	0	55	0	0	0	0	0	0	0	55	0	0	55	0	55	1	0	1
1	1425635201	1425626870.sql	1425635201.sql	2015-03-06 09:46:41	0	1	1	11	11	55	55	0	0	0	0	2	2	0	0	0	0	2	2	0	2	2	4	0	1	1
2	1446719111	1425635201.sql	1446719111.sql	2015-11-05 10:25:11	244	1	8	11	12	55	62	1	0	7	0	0	0	0	0	1	7	7	0	0	7	0	7	0	1	1
3	1447228213	1446719111.sql	1447228213.sql	2015-11-11 07:50:13	250	1	9	12	16	62	90	4	0	28	0	0	0	0	0	4	28	28	0	0	28	0	28	1	0	1
4	1447229533	1447228213.sql	1447229533.sql	2015-11-11 08:12:13	250	1	9	16	16	90	88	0	0	0	0	2	4	0	0	0	-2	2	4	0	2	4	6	0	1	1
5	1447230732	1447229533.sql	1447230732.sql	2015-11-11 08:32:12	250	1	9	16	17	88	96	1	0	8	0	0	0	0	0	1	8	8	0	0	8	0	8	0	1	1
6	1447257750	1447230732.sql	1447257750.sql	2015-11-11 16:02:30	250	1	9	17	17	96	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	1447311024	1447257750.sql	1447311024.sql	2015-11-12 06:50:24	250	1	9	17	19	96	109	2	0	13	0	0	0	0	0	2	13	13	0	0	13	0	13	0	1	1
8	1447604508	1447311024.sql	1447604508.sql	2015-11-15 16:21:48	254	1	9	19	19	109	105	0	0	0	0	0	4	5	0	0	-4	0	4	5	0	9	9	0	1	1
9	1450252067	1447604508.sql	1450252067.sql	2015-12-16 07:47:47	285	1	10	19	20	105	109	1	0	4	0	0	0	0	0	1	4	4	0	0	4	0	4	0	1	1
10	1452849801	1450252067.sql	1452849801.sql	2016-01-15 09:23:21	315	1	11	20	20	109	110	0	0	0	0	1	0	1	0	0	1	1	0	1	1	1	2	0	1	1
11	1454071060	1452849801.sql	1454071060.sql	2016-01-29 12:37:40	329	1	11	20	21	110	115	1	0	5	0	0	0	0	0	1	5	5	0	0	5	0	5	0	1	1
12	1454267762	1454071060.sql	1454267762.sql	2016-01-31 19:16:02	331	1	11	21	21	115	116	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
13	1454395907	1454267762.sql	1454395907.sql	2016-02-02 06:51:47	332	1	11	21	21	116	116	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	0	1	1
14	1457428508	1454395907.sql	1457428508.sql	2016-03-08 09:15:08	368	2	13	21	21	116	116	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1
15	1468224911	1457428508.sql	1468224911.sql	2016-07-11 08:15:11	493	2	17	21	21	116	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	1468230400	1468224911.sql	1468230400.sql	2016-07-11 09:46:40	493	2	17	21	21	116	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	1473750963	1468230400.sql	1473750963.sql	2016-09-13 07:16:03	556	2	19	21	21	116	117	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
18	1477031756	1473750963.sql	1477031756.sql	2016-10-21 06:35:56	594	2	20	21	21	117	118	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
19	1505581180	1477031756.sql	1505581180.sql	2017-09-16 16:59:40	925	3	31	21	22	118	121	1	0	3	0	0	0	0	0	1	3	3	0	0	3	0	3	0	1	1
20	1506241326	1505581180.sql	1506241326.sql	2017-09-24 08:22:06	933	3	31	22	22	121	121	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	0	1	1
21	1507700696	1506241326.sql	1507700696.sql	2017-10-11 05:44:56	949	3	32	22	22	121	122	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
22	1508056685	1507700696.sql	1508056685.sql	2017-10-15 08:38:05	954	3	32	22	22	122	123	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
23	1550652519	1508056685.sql	1550652519.sql	2019-02-20 08:48:39	1447	4	48	22	22	123	123	0	0	0	0	0	0	14	0	0	0	0	0	14	0	14	14	0	1	1
