mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity	Reeds	ReedRatioAComm	ReedRatioTComm	ActivityDueToReeds	Turfs	TurfRatioAComm	TurfRatioTComm	ActivityDueToTurfs	ActiveCommits	ActiveCommitRatio
0	2013-04	4	49	216	49	0	217	0	0	1	1	0	12	37	217	1	1	217	2	219	2	0.5	0.5	216	2	0.5	0.5	3	4	1.0
1	2013-05	2	52	227	5	2	12	5	4	0	2	0	3	11	16	5	2	16	7	23	1	0.5	0.5	22	1	0.5	0.5	1	2	1.0
2	2013-06	1	54	243	2	0	16	0	0	0	0	0	2	16	16	0	0	16	0	16	1	1.0	1.0	16	0	0.0	0.0	0	1	1.0
3	2013-07	2	54	243	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	0	0.0	0.0	0	2	1.0	1.0	2	2	1.0
4	2013-08	0	54	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
5	2013-09	4	51	242	3	6	7	14	21	15	0	0	-3	-1	28	29	0	28	29	57	3	1.0	0.75	57	0	0.0	0.0	0	3	0.75
6	2013-10	0	51	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
7	2013-11	0	51	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
8	2013-12	0	51	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
9	2014-01	1	52	248	1	0	3	0	4	1	0	0	1	6	7	1	0	7	1	8	0	0.0	0.0	0	1	1.0	1.0	8	1	1.0
10	2014-02	1	52	248	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0.0	0.0	0	1	1.0	1.0	1	1	1.0
11	2014-03	0	52	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
12	2014-04	0	52	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
13	2014-05	0	52	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
14	2014-06	0	52	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
15	2014-07	1	52	249	0	0	0	0	1	0	1	0	0	1	1	0	1	1	1	2	0	0.0	0.0	0	1	1.0	1.0	2	1	1.0
16	2014-08	0	52	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
17	2014-09	1	52	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
18	2014-10	0	52	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
19	2014-11	0	52	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
20	2014-12	0	52	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
21	2015-01	0	52	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
