mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity
0	2013-05	1	9	68	9	0	68	0	0	0	0	0	0	0	68	0	0	68	0	68
1	2013-06	3	9	68	0	0	0	0	2	2	7	0	0	0	2	2	7	2	9	11
2	2013-07	21	10	81	7	6	51	46	27	19	16	0	1	13	78	65	16	78	81	159
3	2013-08	5	10	81	0	0	0	0	3	3	36	0	0	0	3	3	36	3	39	42
4	2013-09	0	10	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2013-10	5	10	80	1	1	6	6	5	6	6	0	0	-1	11	12	6	11	18	29
6	2013-11	5	10	80	0	0	0	0	4	4	3	0	0	0	4	4	3	4	7	11
7	2013-12	0	10	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	2014-01	1	10	80	1	1	6	6	0	0	0	0	0	0	6	6	0	6	6	12
9	2014-02	3	11	87	1	0	6	0	25	24	9	0	1	7	31	24	9	31	33	64
10	2014-03	0	11	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	2014-04	3	13	118	2	0	30	0	4	3	0	0	2	31	34	3	0	34	3	37
12	2014-05	3	13	118	2	2	22	22	6	6	0	0	0	0	28	28	0	28	28	56
13	2014-06	0	13	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	2014-07	2	13	125	0	0	0	0	8	1	0	0	0	7	8	1	0	8	1	9
15	2014-08	4	14	150	1	0	23	0	2	0	2	0	1	25	25	0	2	25	2	27
16	2014-09	3	14	150	0	0	0	0	3	3	2	0	0	0	3	3	2	3	5	8
17	2014-10	0	14	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
