Project	DurationInDays	DurationInMonths	DurationInYears	#Commits	#Tables@Start	#Tables@End	#Attrs@Start	#Attrs@End	TotalTableInsertions	TotalTableDeletions	TotalAttrInsWithTableIns	TotalAttrbDelWithTableDel	TotalAttrInjected	TotalAttrEjected	TotalAttrWithTypeUpd	TotalAttrInPKUpd	TotalExpansion	TotalMaintenance	TotalTotalAttrActivity	ExpansionRatePerCommit	ExpansionRatePerMonth	ExpansionRatePeryear	MaintenanceRatePerCommit	MaintenanceRatePerMonth	MaintenanceRatePeryear	TotalAttrActivityRatePerCommit	TotalAttrActivityRatePerMonth	TotalAttrActivityRatePeryear	Resizingratio	Reeds	ReedsPostV0	ReedRatioAComm	ReedRatioTComm	ActivityDueToReeds	ActivityDueToReedsPostV0	Turfs	TurfsPostV0	TurfRatioAComm	TurfRatioTComm	ActivityDueToTurf	ActivityDueToTurfPostV0	ActiveCommits	ActiveCommitRatePerMonth	CommitRatePerMonth	ActiveCommitRatio
ranaroussi__qtpylib	78	3	1	5	4	6	37	52	2	0	14	0	1	0	3	0	15	3	18	3	5.0	15.0	0.6	1.0	3.0	3.6	6.0	18.0	1.5	1	0	0.2	0.2	37	0	4	4	0.8	0.8	18	18	5	1.67	1.67	1.0
