;0;1;2;3;4;5;6;7;
_feeds;2;2;2;2;2;3;3;3;
_stops_routes;0;0;0;0;0;0;0;3;
agency;8;8;8;8;8;8;8;8;
calendar;11;11;11;11;11;11;11;11;
calendar_dates;4;4;4;4;4;4;4;4;
fare_attributes;7;7;0;0;0;0;0;0;
fare_rules;6;6;0;0;0;0;0;0;
feed_info;7;7;0;0;0;0;0;0;
frequencies;6;6;6;6;6;6;6;6;
routes;10;10;10;10;10;10;10;10;
shapes;6;6;0;0;0;0;0;0;
stop_times;11;11;11;11;12;12;12;12;
stops;13;13;13;13;13;13;13;13;
transfers;5;5;0;0;0;0;0;0;
trips;11;11;11;11;11;11;12;12;
