;0;1;2;3;4;5;6;7;
_feeds;0;0;0;0;0;1;0;0;
_stops_routes;-;-;-;-;-;-;-;0;
agency;0;0;0;0;0;1;0;0;
calendar;0;0;0;0;0;1;0;0;
calendar_dates;0;0;0;0;0;1;0;0;
fare_attributes;0;0;-;-;-;-;-;-;
fare_rules;0;0;-;-;-;-;-;-;
feed_info;0;0;-;-;-;-;-;-;
frequencies;0;0;0;0;0;1;0;0;
routes;0;0;0;0;0;1;0;0;
shapes;0;0;-;-;-;-;-;-;
stop_times;0;0;0;0;1;1;0;0;
stops;0;0;0;0;0;1;0;0;
transfers;0;0;-;-;-;-;-;-;
trips;0;0;0;0;0;1;1;0;
