;0;1;2;3;
categories;0;0;0;0;
contact;0;0;0;0;
email_confirmations;0;0;0;0;
failed_logins;0;0;0;0;
file_store;-;0;0;0;
password_changes;0;0;0;0;
permissions;0;0;0;0;
posts;0;0;0;0;
posts_all;0;-;-;-;
posts_views;0;0;0;0;
profiles;0;0;0;0;
remember_tokens;0;0;0;0;
reset_passwords;0;0;0;0;
success_logins;0;0;0;0;
users;0;0;0;0;
