;0;1;2;3;4;5;6;7;8;9;
de_auth_assignment;0;0;0;0;0;0;0;0;0;0;
de_auth_item;0;0;0;0;0;0;0;0;0;0;
de_auth_item_child;0;0;0;0;0;0;0;0;0;0;
de_auth_rule;0;0;0;0;0;0;0;0;0;0;
de_block;0;0;0;0;0;0;0;0;0;0;
de_block_kind;0;0;0;0;0;0;0;0;0;0;
de_category;0;0;0;0;0;0;0;0;0;0;
de_comment;0;0;0;0;0;0;0;0;0;0;
de_content;0;0;0;0;0;0;0;0;0;0;
de_content_article;0;0;0;1;0;0;0;0;0;0;
de_content_tag;-;-;-;-;-;-;-;-;0;0;
de_files;0;0;0;0;0;0;0;0;0;0;
de_log_action;0;0;0;0;0;0;0;0;0;0;
de_log_login;0;0;0;0;0;0;0;0;0;0;
de_menu;0;0;0;0;0;0;0;0;0;0;
de_migration;0;0;0;0;0;0;0;0;0;0;
de_plugin;0;0;0;0;0;0;0;0;0;0;
de_session;0;0;0;0;0;1;3;0;0;0;
de_setting;0;0;0;0;0;0;0;0;0;0;
de_stat_day;0;0;0;0;0;0;0;0;0;0;
de_tag;-;-;-;-;-;-;-;-;0;0;
de_user;0;0;0;0;0;0;0;0;0;0;
