trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
0	1501858353		1501858353.sql	2017-08-04 14:52:33	0	0	0		20		131	20	0	131	0	0	0	0	0			131	0	0	131	0	131	
1	1502026790	1501858353.sql	1502026790.sql	2017-08-06 13:39:50	1	1	1	20	20	131	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	1502885773	1502026790.sql	1502885773.sql	2017-08-16 12:16:13	11	1	1	20	20	131	135	0	0	0	0	4	0	0	0	0	4	4	0	0	4	0	4	
3	1503104048	1502885773.sql	1503104048.sql	2017-08-19 00:54:08	14	1	1	20	20	135	135	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	
4	1503191446	1503104048.sql	1503191446.sql	2017-08-20 01:10:46	15	1	1	20	20	135	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	1508466746	1503191446.sql	1508466746.sql	2017-10-20 02:32:26	76	1	3	20	20	135	135	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	
6	1508468504	1508466746.sql	1508468504.sql	2017-10-20 03:01:44	76	1	3	20	20	135	135	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	3	
7	1509682131	1508468504.sql	1509682131.sql	2017-11-03 04:08:51	90	1	3	20	20	135	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	1510237242	1509682131.sql	1510237242.sql	2017-11-09 14:20:42	96	1	4	20	22	135	143	2	0	5	0	3	0	0	0	2	8	8	0	0	8	0	8	
9	1510237885	1510237242.sql	1510237885.sql	2017-11-09 14:31:25	96	1	4	22	22	143	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
